WIDTH : 50 HEIGHT : 50
X: 26 Y: 42 side : 1
X: 46 Y: 22 side : 1
X: 6 Y: 30 side : 1
X: 20 Y: 15 side : 1
X: 34 Y: 27 side : 1
X: 47 Y: 5 side : 1
X: 3 Y: 47 side : 0
X: 27 Y: 49 side : 0
X: 5 Y: 2 side : 0
X: 15 Y: 37 side : 1
X: 9 Y: 15 side : 1
X: 39 Y: 14 side : 1
X: 42 Y: 20 side : 1
X: 43 Y: 41 side : 1
X: 1 Y: 25 side : 0
X: 6 Y: 24 side : 1
X: 43 Y: 27 side : 1
X: 30 Y: 6 side : 0
X: 32 Y: 11 side : 0
X: 30 Y: 29 side : 1
X: 25 Y: 40 side : 1
X: 15 Y: 29 side : 1
X: 26 Y: 22 side : 1
X: 18 Y: 17 side : 0
X: 25 Y: 18 side : 0
X: 13 Y: 27 side : 0
X: 5 Y: 22 side : 0
X: 48 Y: 2 side : 0
X: 40 Y: 35 side : 0
X: 35 Y: 17 side : 1
X: 18 Y: 45 side : 1
X: 15 Y: 10 side : 1
X: 28 Y: 36 side : 1
X: 14 Y: 4 side : 0
X: 40 Y: 31 side : 1
X: 44 Y: 45 side : 0
X: 23 Y: 2 side : 0
X: 31 Y: 0 side : 1
X: 45 Y: 40 side : 0
X: 21 Y: 25 side : 1
X: 28 Y: 44 side : 0
X: 24 Y: 11 side : 0
X: 1 Y: 42 side : 1
X: 2 Y: 6 side : 1
X: 22 Y: 46 side : 1
X: 11 Y: 41 side : 0
X: 29 Y: 14 side : 0
X: 20 Y: 47 side : 0
X: 13 Y: 42 side : 0
X: 45 Y: 14 side : 0
X: 42 Y: 44 side : 0
X: 37 Y: 18 side : 1
X: 43 Y: 21 side : 1
X: 34 Y: 25 side : 1
X: 32 Y: 0 side : 0
X: 11 Y: 13 side : 1
X: 37 Y: 43 side : 1
X: 17 Y: 15 side : 0
X: 45 Y: 30 side : 0
X: 17 Y: 25 side : 0
X: 15 Y: 19 side : 1
X: 9 Y: 8 side : 1
X: 17 Y: 2 side : 1
X: 16 Y: 36 side : 0
X: 22 Y: 20 side : 0
X: 28 Y: 33 side : 0
X: 23 Y: 20 side : 1
X: 36 Y: 37 side : 0
X: 46 Y: 34 side : 0
X: 48 Y: 4 side : 1
X: 17 Y: 19 side : 0
X: 30 Y: 31 side : 1
X: 13 Y: 48 side : 1
X: 20 Y: 14 side : 1
X: 3 Y: 38 side : 0
X: 37 Y: 18 side : 1
X: 37 Y: 41 side : 0
X: 30 Y: 29 side : 1
X: 38 Y: 25 side : 0
X: 28 Y: 26 side : 0
X: 45 Y: 43 side : 1
X: 32 Y: 23 side : 0
X: 27 Y: 38 side : 0
X: 26 Y: 9 side : 1
X: 13 Y: 14 side : 1
X: 21 Y: 3 side : 0
X: 15 Y: 41 side : 1
X: 29 Y: 21 side : 1
X: 32 Y: 10 side : 0
X: 22 Y: 40 side : 0
X: 16 Y: 36 side : 1
X: 32 Y: 20 side : 0
X: 28 Y: 47 side : 1
X: 23 Y: 25 side : 0
X: 34 Y: 40 side : 0
X: 37 Y: 12 side : 1
X: 7 Y: 27 side : 0
X: 21 Y: 8 side : 0
X: 14 Y: 40 side : 0
X: 34 Y: 15 side : 0
X: 33 Y: 33 side : 0
X: 22 Y: 17 side : 0
X: 37 Y: 46 side : 1
X: 42 Y: 21 side : 0
X: 4 Y: 7 side : 1
X: 32 Y: 44 side : 1
X: 15 Y: 2 side : 0
X: 38 Y: 23 side : 0
X: 34 Y: 39 side : 0
X: 40 Y: 25 side : 1
X: 40 Y: 8 side : 1
X: 25 Y: 33 side : 0
X: 31 Y: 22 side : 0
X: 37 Y: 14 side : 1
X: 19 Y: 18 side : 0
X: 40 Y: 2 side : 1
X: 27 Y: 17 side : 1
X: 43 Y: 7 side : 0
X: 17 Y: 41 side : 1
X: 32 Y: 33 side : 0
X: 15 Y: 24 side : 1
X: 30 Y: 1 side : 0
X: 15 Y: 34 side : 0
X: 45 Y: 23 side : 0
X: 47 Y: 43 side : 0
X: 7 Y: 35 side : 0
X: 12 Y: 13 side : 1
X: 19 Y: 8 side : 1
X: 1 Y: 26 side : 0
X: 22 Y: 10 side : 0
X: 21 Y: 25 side : 0
X: 30 Y: 6 side : 1
X: 22 Y: 23 side : 1
X: 36 Y: 18 side : 1
X: 14 Y: 17 side : 0
X: 12 Y: 27 side : 1
X: 14 Y: 39 side : 0
X: 35 Y: 11 side : 1
X: 14 Y: 12 side : 1
X: 37 Y: 37 side : 1
X: 45 Y: 10 side : 0
X: 27 Y: 42 side : 0
X: 14 Y: 14 side : 1
X: 35 Y: 2 side : 0
X: 30 Y: 18 side : 1
X: 18 Y: 32 side : 0
X: 44 Y: 46 side : 0
X: 34 Y: 31 side : 1
X: 33 Y: 48 side : 1
X: 8 Y: 35 side : 0
X: 43 Y: 30 side : 0
X: 4 Y: 9 side : 0
X: 22 Y: 23 side : 0
X: 14 Y: 8 side : 0
X: 28 Y: 41 side : 0
X: 9 Y: 11 side : 0
X: 20 Y: 5 side : 0
X: 22 Y: 40 side : 0
X: 35 Y: 23 side : 0
X: 10 Y: 32 side : 1
X: 25 Y: 27 side : 1
X: 49 Y: 31 side : 0
X: 18 Y: 4 side : 1
X: 0 Y: 20 side : 1
X: 35 Y: 0 side : 0
X: 39 Y: 9 side : 0
X: 26 Y: 31 side : 1
X: 8 Y: 5 side : 1
X: 26 Y: 40 side : 1
X: 40 Y: 1 side : 1
X: 41 Y: 28 side : 0
X: 22 Y: 27 side : 0
X: 14 Y: 45 side : 0
X: 27 Y: 48 side : 0
X: 3 Y: 35 side : 0
X: 19 Y: 24 side : 1
X: 47 Y: 2 side : 1
X: 31 Y: 13 side : 0
X: 8 Y: 39 side : 1
X: 9 Y: 32 side : 0
X: 44 Y: 23 side : 0
X: 7 Y: 48 side : 1
X: 3 Y: 12 side : 1
X: 3 Y: 42 side : 1
X: 27 Y: 45 side : 0
X: 49 Y: 16 side : 0
X: 32 Y: 14 side : 1
X: 49 Y: 47 side : 0
X: 22 Y: 5 side : 1
X: 37 Y: 15 side : 1
X: 3 Y: 11 side : 1
X: 49 Y: 20 side : 1
X: 22 Y: 23 side : 1
X: 43 Y: 28 side : 1
X: 14 Y: 5 side : 0
X: 20 Y: 4 side : 1
X: 3 Y: 39 side : 1
X: 38 Y: 40 side : 0
X: 36 Y: 14 side : 1
X: 27 Y: 1 side : 0
X: 49 Y: 6 side : 0
X: 46 Y: 5 side : 0
X: 41 Y: 30 side : 0
X: 0 Y: 25 side : 0
X: 0 Y: 40 side : 0
X: 48 Y: 12 side : 0
X: 11 Y: 15 side : 1
X: 42 Y: 3 side : 0
X: 18 Y: 41 side : 0
X: 2 Y: 19 side : 0
X: 2 Y: 18 side : 0
X: 14 Y: 16 side : 0
X: 47 Y: 9 side : 0
X: 3 Y: 9 side : 1
X: 39 Y: 11 side : 1
X: 31 Y: 10 side : 0
X: 30 Y: 23 side : 1
X: 17 Y: 16 side : 1
X: 47 Y: 34 side : 0
X: 40 Y: 38 side : 1
X: 38 Y: 41 side : 1
X: 40 Y: 5 side : 1
X: 2 Y: 2 side : 0
X: 44 Y: 7 side : 0
X: 12 Y: 47 side : 1
X: 21 Y: 30 side : 1
X: 43 Y: 12 side : 1
X: 33 Y: 30 side : 1
X: 26 Y: 29 side : 1
X: 10 Y: 21 side : 0
X: 16 Y: 9 side : 1
X: 39 Y: 2 side : 0
X: 29 Y: 4 side : 1
X: 29 Y: 49 side : 0
X: 39 Y: 13 side : 1
X: 11 Y: 36 side : 0
X: 44 Y: 32 side : 0
X: 49 Y: 15 side : 0
X: 24 Y: 43 side : 0
X: 34 Y: 5 side : 1
X: 32 Y: 21 side : 1
X: 23 Y: 13 side : 1
X: 21 Y: 42 side : 1
X: 22 Y: 23 side : 0
X: 31 Y: 13 side : 1
X: 40 Y: 26 side : 0
X: 30 Y: 20 side : 0
X: 31 Y: 22 side : 1
X: 15 Y: 46 side : 0
X: 29 Y: 30 side : 1
X: 15 Y: 14 side : 1
X: 12 Y: 37 side : 0
X: 9 Y: 9 side : 0
X: 12 Y: 33 side : 1
X: 17 Y: 16 side : 0
X: 36 Y: 7 side : 0
X: 40 Y: 37 side : 1
X: 28 Y: 20 side : 1
X: 31 Y: 38 side : 1
X: 29 Y: 17 side : 0
X: 31 Y: 34 side : 0
X: 6 Y: 46 side : 0
X: 44 Y: 7 side : 1
X: 26 Y: 20 side : 0
X: 33 Y: 39 side : 1
X: 4 Y: 27 side : 0
X: 2 Y: 20 side : 1
X: 23 Y: 48 side : 0
X: 16 Y: 32 side : 0
X: 6 Y: 11 side : 1
X: 28 Y: 44 side : 0
X: 16 Y: 0 side : 0
X: 42 Y: 46 side : 0
X: 31 Y: 24 side : 0
X: 2 Y: 8 side : 1
X: 41 Y: 14 side : 0
X: 37 Y: 18 side : 0
X: 20 Y: 42 side : 1
X: 26 Y: 8 side : 1
X: 20 Y: 14 side : 0
X: 34 Y: 44 side : 1
X: 32 Y: 13 side : 1
X: 28 Y: 7 side : 0
X: 32 Y: 39 side : 0
X: 8 Y: 41 side : 0
X: 25 Y: 34 side : 0
X: 18 Y: 21 side : 1
X: 32 Y: 43 side : 1
X: 47 Y: 22 side : 1
X: 44 Y: 44 side : 0
X: 5 Y: 28 side : 0
X: 10 Y: 12 side : 1
X: 17 Y: 43 side : 1
X: 23 Y: 27 side : 0
X: 4 Y: 38 side : 1
X: 46 Y: 13 side : 1
X: 1 Y: 31 side : 0
X: 26 Y: 16 side : 1
X: 43 Y: 15 side : 1
X: 18 Y: 10 side : 0
X: 10 Y: 17 side : 0
X: 49 Y: 29 side : 1
X: 48 Y: 46 side : 0
X: 7 Y: 22 side : 1
X: 5 Y: 28 side : 1
X: 46 Y: 24 side : 1
X: 21 Y: 27 side : 0
X: 21 Y: 5 side : 0
X: 13 Y: 48 side : 0
X: 28 Y: 19 side : 0
X: 40 Y: 31 side : 1
X: 31 Y: 30 side : 0
X: 38 Y: 31 side : 0
X: 38 Y: 38 side : 0
X: 17 Y: 46 side : 0
X: 33 Y: 44 side : 1
X: 14 Y: 18 side : 0
X: 28 Y: 39 side : 0
X: 9 Y: 2 side : 0
X: 7 Y: 33 side : 1
X: 15 Y: 25 side : 1
X: 42 Y: 8 side : 1
X: 0 Y: 46 side : 0
X: 4 Y: 34 side : 1
X: 33 Y: 4 side : 1
X: 39 Y: 37 side : 1
X: 24 Y: 3 side : 1
X: 35 Y: 31 side : 1
X: 5 Y: 40 side : 1
X: 23 Y: 49 side : 0
X: 11 Y: 14 side : 0
X: 32 Y: 8 side : 0
X: 33 Y: 10 side : 1
X: 16 Y: 15 side : 1
X: 37 Y: 0 side : 1
X: 6 Y: 41 side : 0
X: 21 Y: 16 side : 1
X: 3 Y: 3 side : 1
X: 24 Y: 8 side : 1
X: 49 Y: 31 side : 1
X: 10 Y: 44 side : 1
X: 46 Y: 26 side : 0
X: 42 Y: 12 side : 0
X: 35 Y: 28 side : 1
X: 15 Y: 17 side : 1
X: 48 Y: 25 side : 1
X: 19 Y: 46 side : 1
X: 44 Y: 49 side : 0
X: 3 Y: 25 side : 0
X: 3 Y: 25 side : 1
X: 4 Y: 37 side : 0
X: 19 Y: 35 side : 0
X: 45 Y: 27 side : 0
X: 34 Y: 13 side : 0
X: 37 Y: 28 side : 1
X: 43 Y: 28 side : 0
X: 40 Y: 49 side : 1
X: 3 Y: 46 side : 0
X: 21 Y: 49 side : 0
X: 47 Y: 4 side : 1
X: 6 Y: 8 side : 0
X: 10 Y: 28 side : 1
X: 43 Y: 25 side : 0
X: 39 Y: 9 side : 1
X: 12 Y: 49 side : 1
X: 3 Y: 42 side : 0
X: 20 Y: 32 side : 1
X: 33 Y: 37 side : 1
X: 47 Y: 8 side : 1
X: 37 Y: 5 side : 1
X: 2 Y: 11 side : 0
X: 6 Y: 24 side : 0
X: 47 Y: 17 side : 1
X: 16 Y: 6 side : 1
X: 47 Y: 20 side : 0
X: 11 Y: 26 side : 0
X: 1 Y: 46 side : 0
X: 42 Y: 31 side : 1
X: 30 Y: 30 side : 1
X: 19 Y: 18 side : 0
X: 12 Y: 22 side : 1
X: 14 Y: 31 side : 1
X: 46 Y: 28 side : 0
X: 4 Y: 44 side : 1
X: 25 Y: 44 side : 1
X: 43 Y: 5 side : 1
X: 5 Y: 8 side : 1
X: 49 Y: 0 side : 0
X: 32 Y: 32 side : 1
X: 23 Y: 3 side : 1
X: 19 Y: 16 side : 1
X: 28 Y: 32 side : 0
X: 12 Y: 29 side : 1
X: 14 Y: 35 side : 1
X: 25 Y: 10 side : 1
X: 7 Y: 5 side : 0
X: 14 Y: 10 side : 0
X: 22 Y: 11 side : 1
X: 10 Y: 45 side : 1
X: 29 Y: 18 side : 1
X: 16 Y: 39 side : 1
X: 28 Y: 19 side : 1
X: 22 Y: 33 side : 0
X: 43 Y: 48 side : 1
X: 13 Y: 25 side : 1
X: 26 Y: 32 side : 0
X: 43 Y: 49 side : 0
X: 19 Y: 21 side : 1
X: 48 Y: 31 side : 0
X: 10 Y: 11 side : 0
X: 25 Y: 29 side : 1
X: 8 Y: 9 side : 1
X: 25 Y: 32 side : 0
X: 22 Y: 27 side : 0
X: 5 Y: 40 side : 0
X: 3 Y: 17 side : 0
X: 5 Y: 12 side : 1
X: 18 Y: 31 side : 0
X: 43 Y: 30 side : 0
X: 16 Y: 42 side : 1
X: 6 Y: 19 side : 0
X: 38 Y: 27 side : 0
X: 39 Y: 4 side : 0
X: 23 Y: 26 side : 1
X: 8 Y: 34 side : 0
X: 18 Y: 39 side : 1
X: 10 Y: 44 side : 1
X: 4 Y: 12 side : 0
X: 18 Y: 8 side : 0
X: 12 Y: 26 side : 0
X: 21 Y: 32 side : 1
X: 8 Y: 20 side : 0
X: 6 Y: 11 side : 1
X: 34 Y: 35 side : 1
X: 41 Y: 45 side : 1
X: 39 Y: 13 side : 0
X: 6 Y: 25 side : 1
X: 35 Y: 29 side : 1
X: 48 Y: 48 side : 1
X: 40 Y: 12 side : 1
X: 29 Y: 34 side : 0
X: 34 Y: 44 side : 0
X: 19 Y: 0 side : 0
X: 8 Y: 36 side : 1
X: 25 Y: 27 side : 0
X: 29 Y: 19 side : 1
X: 21 Y: 25 side : 0
X: 10 Y: 13 side : 0
X: 12 Y: 11 side : 0
X: 21 Y: 3 side : 0
X: 9 Y: 32 side : 0
X: 29 Y: 17 side : 0
X: 23 Y: 36 side : 0
X: 27 Y: 44 side : 0
X: 20 Y: 21 side : 0
X: 8 Y: 2 side : 1
X: 9 Y: 24 side : 0
X: 38 Y: 34 side : 1
X: 48 Y: 48 side : 0
X: 6 Y: 20 side : 0
X: 30 Y: 31 side : 0
X: 41 Y: 12 side : 1
X: 45 Y: 35 side : 1
X: 2 Y: 15 side : 1
X: 44 Y: 37 side : 1
X: 16 Y: 46 side : 1
X: 9 Y: 5 side : 1
X: 30 Y: 45 side : 0
X: 13 Y: 43 side : 0
X: 8 Y: 1 side : 0
X: 6 Y: 32 side : 1
X: 36 Y: 23 side : 1
X: 34 Y: 20 side : 1
X: 17 Y: 22 side : 0
X: 49 Y: 17 side : 1
X: 2 Y: 35 side : 1
X: 7 Y: 45 side : 1
X: 39 Y: 27 side : 0
X: 7 Y: 40 side : 0
X: 23 Y: 0 side : 1
X: 12 Y: 6 side : 1
X: 33 Y: 43 side : 0
X: 17 Y: 27 side : 1
X: 36 Y: 46 side : 1
X: 24 Y: 47 side : 0
X: 47 Y: 49 side : 0
X: 19 Y: 9 side : 1
X: 48 Y: 0 side : 0
X: 22 Y: 7 side : 0
X: 40 Y: 32 side : 1
X: 12 Y: 44 side : 1
X: 17 Y: 28 side : 0
X: 46 Y: 45 side : 1
X: 47 Y: 33 side : 0
X: 20 Y: 9 side : 1
X: 11 Y: 6 side : 1
X: 37 Y: 27 side : 0
X: 12 Y: 27 side : 0
X: 14 Y: 0 side : 1
X: 8 Y: 42 side : 1
X: 1 Y: 6 side : 0
X: 3 Y: 24 side : 0
X: 49 Y: 22 side : 1
X: 23 Y: 21 side : 0
X: 45 Y: 41 side : 1
X: 14 Y: 4 side : 1
X: 35 Y: 43 side : 1
X: 17 Y: 5 side : 0
X: 49 Y: 19 side : 0
X: 38 Y: 28 side : 1
X: 10 Y: 31 side : 1
X: 28 Y: 36 side : 1
X: 26 Y: 36 side : 1
X: 21 Y: 11 side : 0
X: 49 Y: 6 side : 0
X: 38 Y: 22 side : 0
X: 33 Y: 10 side : 0
X: 10 Y: 27 side : 1
X: 13 Y: 29 side : 1
X: 19 Y: 17 side : 1
X: 18 Y: 29 side : 0
X: 26 Y: 9 side : 1
X: 9 Y: 35 side : 1
X: 17 Y: 8 side : 0
X: 45 Y: 9 side : 0
X: 17 Y: 47 side : 0
X: 42 Y: 33 side : 0
X: 12 Y: 43 side : 0
X: 39 Y: 8 side : 1
X: 36 Y: 28 side : 0
X: 13 Y: 48 side : 0
X: 24 Y: 26 side : 1
X: 21 Y: 38 side : 1
X: 6 Y: 5 side : 1
X: 2 Y: 2 side : 1
X: 8 Y: 20 side : 0
X: 34 Y: 14 side : 1
X: 23 Y: 28 side : 1
X: 41 Y: 17 side : 1
X: 40 Y: 4 side : 1
X: 4 Y: 19 side : 0
X: 0 Y: 43 side : 0
X: 6 Y: 14 side : 0
X: 49 Y: 22 side : 1
X: 0 Y: 26 side : 0
X: 11 Y: 34 side : 0
X: 22 Y: 21 side : 0
X: 15 Y: 44 side : 0
X: 2 Y: 37 side : 1
X: 0 Y: 27 side : 1
X: 23 Y: 33 side : 1
X: 47 Y: 34 side : 0
X: 0 Y: 42 side : 1
X: 40 Y: 41 side : 1
X: 36 Y: 41 side : 0
X: 34 Y: 3 side : 0
X: 4 Y: 25 side : 1
X: 38 Y: 40 side : 1
X: 0 Y: 45 side : 0
X: 29 Y: 45 side : 1
X: 15 Y: 20 side : 1
X: 20 Y: 20 side : 1
X: 18 Y: 20 side : 1
X: 35 Y: 10 side : 0
X: 25 Y: 48 side : 1
X: 41 Y: 32 side : 0
X: 41 Y: 38 side : 1
X: 15 Y: 26 side : 0
X: 32 Y: 26 side : 1
X: 41 Y: 6 side : 0
X: 26 Y: 21 side : 0
X: 45 Y: 43 side : 0
X: 2 Y: 11 side : 0
X: 49 Y: 49 side : 1
X: 37 Y: 24 side : 1
X: 19 Y: 15 side : 0
X: 3 Y: 8 side : 0
X: 13 Y: 23 side : 1
X: 15 Y: 8 side : 1
X: 14 Y: 49 side : 1
X: 8 Y: 25 side : 0
X: 22 Y: 23 side : 1
X: 9 Y: 25 side : 1
X: 15 Y: 25 side : 0
X: 32 Y: 14 side : 0
X: 0 Y: 35 side : 1
X: 2 Y: 39 side : 1
X: 42 Y: 2 side : 1
X: 9 Y: 19 side : 1
X: 3 Y: 33 side : 0
X: 4 Y: 41 side : 1
X: 29 Y: 15 side : 0
X: 46 Y: 24 side : 0
X: 27 Y: 40 side : 1
X: 7 Y: 24 side : 1
X: 11 Y: 26 side : 1
X: 32 Y: 28 side : 0
X: 12 Y: 23 side : 0
X: 15 Y: 32 side : 1
X: 26 Y: 37 side : 0
X: 38 Y: 42 side : 1
X: 25 Y: 23 side : 0
X: 36 Y: 19 side : 1
X: 24 Y: 49 side : 1
X: 37 Y: 6 side : 1
X: 18 Y: 20 side : 0
X: 33 Y: 2 side : 0
X: 37 Y: 14 side : 1
X: 45 Y: 31 side : 0
X: 24 Y: 9 side : 1
X: 36 Y: 47 side : 1
X: 39 Y: 23 side : 0
X: 10 Y: 11 side : 0
X: 7 Y: 35 side : 1
X: 44 Y: 24 side : 1
X: 5 Y: 42 side : 1
X: 45 Y: 28 side : 0
X: 14 Y: 15 side : 0
X: 7 Y: 13 side : 0
X: 33 Y: 39 side : 1
X: 49 Y: 26 side : 1
X: 6 Y: 17 side : 0
X: 39 Y: 29 side : 1
X: 41 Y: 36 side : 0
X: 42 Y: 30 side : 0
X: 1 Y: 36 side : 0
X: 33 Y: 31 side : 0
X: 15 Y: 47 side : 0
X: 15 Y: 7 side : 1
X: 47 Y: 42 side : 0
X: 41 Y: 41 side : 0
X: 32 Y: 48 side : 0
X: 46 Y: 37 side : 1
X: 25 Y: 30 side : 0
X: 39 Y: 24 side : 0
X: 29 Y: 27 side : 0
X: 11 Y: 10 side : 0
X: 22 Y: 27 side : 1
X: 2 Y: 43 side : 0
X: 45 Y: 42 side : 1
X: 27 Y: 33 side : 0
X: 38 Y: 15 side : 0
X: 16 Y: 13 side : 1
X: 23 Y: 40 side : 1
X: 17 Y: 29 side : 1
X: 44 Y: 8 side : 1
X: 6 Y: 22 side : 1
X: 4 Y: 46 side : 1
X: 0 Y: 48 side : 0
X: 4 Y: 43 side : 0
X: 1 Y: 20 side : 0
X: 40 Y: 10 side : 1
X: 28 Y: 26 side : 1
X: 6 Y: 0 side : 1
X: 13 Y: 19 side : 1
X: 45 Y: 13 side : 1
X: 4 Y: 22 side : 1
X: 25 Y: 28 side : 1
X: 22 Y: 28 side : 1
X: 14 Y: 35 side : 0
X: 1 Y: 36 side : 1
X: 23 Y: 28 side : 1
X: 10 Y: 7 side : 0
X: 13 Y: 13 side : 0
X: 7 Y: 28 side : 1
X: 32 Y: 23 side : 1
X: 15 Y: 29 side : 1
X: 23 Y: 5 side : 1
X: 24 Y: 29 side : 0
X: 26 Y: 46 side : 1
X: 20 Y: 49 side : 1
X: 37 Y: 22 side : 0
X: 17 Y: 34 side : 1
X: 23 Y: 48 side : 0
X: 29 Y: 7 side : 0
X: 8 Y: 41 side : 0
X: 1 Y: 6 side : 1
X: 16 Y: 31 side : 0
X: 12 Y: 8 side : 0
X: 38 Y: 34 side : 0
X: 49 Y: 6 side : 1
X: 48 Y: 46 side : 1
X: 26 Y: 13 side : 1
X: 13 Y: 36 side : 1
X: 13 Y: 17 side : 0
X: 44 Y: 25 side : 1
X: 48 Y: 27 side : 0
X: 35 Y: 45 side : 1
X: 28 Y: 9 side : 1
X: 2 Y: 47 side : 1
X: 22 Y: 48 side : 0
X: 43 Y: 49 side : 0
X: 34 Y: 25 side : 1
X: 11 Y: 41 side : 1
X: 39 Y: 4 side : 0
X: 25 Y: 0 side : 1
X: 1 Y: 0 side : 0
X: 37 Y: 36 side : 0
X: 2 Y: 14 side : 1
X: 28 Y: 16 side : 1
X: 39 Y: 40 side : 1
X: 7 Y: 33 side : 0
X: 23 Y: 19 side : 0
X: 2 Y: 32 side : 1
X: 19 Y: 23 side : 1
X: 3 Y: 49 side : 0
X: 15 Y: 2 side : 0
X: 3 Y: 39 side : 0
X: 37 Y: 43 side : 0
X: 33 Y: 21 side : 0
X: 26 Y: 13 side : 0
X: 19 Y: 20 side : 1
X: 10 Y: 46 side : 0
X: 30 Y: 48 side : 1
X: 41 Y: 20 side : 0
X: 6 Y: 23 side : 1
X: 24 Y: 38 side : 1
X: 43 Y: 44 side : 0
X: 47 Y: 33 side : 0
X: 16 Y: 16 side : 1
X: 4 Y: 44 side : 0
X: 33 Y: 14 side : 1
X: 44 Y: 26 side : 1
X: 27 Y: 6 side : 1
X: 44 Y: 49 side : 1
X: 34 Y: 7 side : 1
X: 24 Y: 32 side : 1
X: 15 Y: 25 side : 1
X: 48 Y: 24 side : 1
X: 24 Y: 40 side : 1
X: 23 Y: 45 side : 0
X: 36 Y: 30 side : 0
X: 21 Y: 24 side : 0
X: 2 Y: 3 side : 0
X: 33 Y: 49 side : 1
X: 35 Y: 34 side : 0
X: 10 Y: 8 side : 0
X: 25 Y: 25 side : 1
X: 37 Y: 25 side : 0
X: 30 Y: 1 side : 0
X: 43 Y: 27 side : 1
X: 49 Y: 15 side : 1
X: 21 Y: 36 side : 0
X: 21 Y: 40 side : 1
X: 27 Y: 23 side : 1
X: 34 Y: 8 side : 1
X: 49 Y: 20 side : 1
X: 45 Y: 46 side : 0
X: 21 Y: 35 side : 0
X: 19 Y: 17 side : 1
X: 11 Y: 10 side : 0
X: 49 Y: 12 side : 1
X: 16 Y: 33 side : 1
X: 10 Y: 7 side : 1
X: 10 Y: 36 side : 1
X: 9 Y: 21 side : 1
X: 42 Y: 20 side : 0
X: 33 Y: 17 side : 0
X: 1 Y: 40 side : 1
X: 47 Y: 11 side : 0
X: 45 Y: 23 side : 0
X: 19 Y: 22 side : 0
X: 9 Y: 38 side : 0
X: 36 Y: 1 side : 1
X: 4 Y: 11 side : 1
X: 45 Y: 20 side : 0
X: 46 Y: 12 side : 0
X: 18 Y: 47 side : 0
X: 38 Y: 0 side : 0
X: 45 Y: 48 side : 0
X: 17 Y: 43 side : 1
X: 0 Y: 14 side : 1
X: 46 Y: 23 side : 1
X: 26 Y: 12 side : 0
X: 15 Y: 16 side : 1
X: 41 Y: 13 side : 1
X: 37 Y: 11 side : 1
X: 6 Y: 32 side : 0
X: 46 Y: 22 side : 1
X: 24 Y: 18 side : 1
X: 16 Y: 35 side : 0
X: 31 Y: 37 side : 0
X: 20 Y: 34 side : 0
X: 48 Y: 12 side : 0
X: 26 Y: 28 side : 0
X: 18 Y: 21 side : 1
X: 31 Y: 8 side : 0
X: 7 Y: 16 side : 0
X: 29 Y: 12 side : 1
X: 4 Y: 39 side : 1
X: 27 Y: 7 side : 0
X: 45 Y: 39 side : 0
X: 28 Y: 9 side : 0
X: 36 Y: 7 side : 0
X: 6 Y: 36 side : 0
X: 44 Y: 6 side : 1
X: 47 Y: 37 side : 0
X: 11 Y: 46 side : 0
X: 10 Y: 28 side : 1
X: 31 Y: 32 side : 0
X: 22 Y: 12 side : 1
X: 0 Y: 7 side : 0
X: 18 Y: 37 side : 0
X: 20 Y: 23 side : 1
X: 37 Y: 31 side : 1
X: 31 Y: 27 side : 1
X: 49 Y: 26 side : 1
X: 27 Y: 38 side : 1
X: 21 Y: 0 side : 1
X: 32 Y: 33 side : 0
X: 32 Y: 7 side : 0
X: 40 Y: 9 side : 1
X: 38 Y: 28 side : 1
X: 46 Y: 48 side : 0
X: 14 Y: 37 side : 0
X: 19 Y: 21 side : 1
X: 33 Y: 20 side : 0
X: 36 Y: 49 side : 0
X: 33 Y: 20 side : 0
X: 13 Y: 5 side : 1
X: 25 Y: 37 side : 0
X: 49 Y: 27 side : 1
X: 32 Y: 16 side : 1
X: 5 Y: 14 side : 0
X: 2 Y: 28 side : 1
X: 32 Y: 0 side : 0
X: 41 Y: 33 side : 0
X: 27 Y: 19 side : 1
X: 1 Y: 4 side : 0
X: 29 Y: 19 side : 1
X: 38 Y: 44 side : 0
X: 8 Y: 43 side : 0
X: 36 Y: 28 side : 0
X: 43 Y: 33 side : 0
X: 1 Y: 35 side : 1
X: 47 Y: 19 side : 1
X: 13 Y: 13 side : 0
X: 0 Y: 40 side : 1
X: 37 Y: 42 side : 1
X: 47 Y: 21 side : 1
X: 12 Y: 12 side : 1
X: 15 Y: 22 side : 1
X: 47 Y: 8 side : 1
X: 47 Y: 4 side : 0
X: 13 Y: 7 side : 0
X: 8 Y: 4 side : 1
X: 3 Y: 20 side : 0
X: 35 Y: 22 side : 1
X: 36 Y: 9 side : 1
X: 46 Y: 9 side : 0
X: 23 Y: 23 side : 0
X: 46 Y: 38 side : 1
X: 13 Y: 37 side : 1
X: 10 Y: 36 side : 1
X: 39 Y: 0 side : 1
X: 7 Y: 10 side : 1
X: 44 Y: 14 side : 1
X: 45 Y: 1 side : 1
X: 36 Y: 40 side : 1
X: 21 Y: 36 side : 0
X: 29 Y: 11 side : 1
X: 2 Y: 9 side : 0
X: 47 Y: 25 side : 1
X: 2 Y: 35 side : 0
X: 12 Y: 26 side : 0
X: 31 Y: 33 side : 0
X: 6 Y: 28 side : 0
X: 2 Y: 23 side : 0
X: 17 Y: 9 side : 0
X: 46 Y: 32 side : 0
X: 32 Y: 13 side : 1
X: 44 Y: 15 side : 0
X: 46 Y: 12 side : 1
